transaction_id,timestamp,account_id,amount_inr,branch_id,region,channel,transaction_type,beneficiary_hash
TX0010744,2026-07-20T04:10:00Z,SA0061,319491.78,S01,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0207
TX0010745,2026-07-20T13:46:00Z,SA0064,377088.55,S01,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010746,2026-07-20T16:02:00Z,SA0059,68423.84,S03,SOUTH,ATM,TRANSFER,ben_south_0249
TX0010747,2026-07-20T13:38:00Z,SA0040,217964.28,S03,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0160
TX0010748,2026-07-20T17:51:00Z,SA0041,291328.31,S02,SOUTH,ATM,CASH_DEPOSIT,
TX0010749,2026-07-20T09:27:00Z,SA0047,54273.36,S01,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010750,2026-07-20T00:57:00Z,SA0069,223518.15,S04,SOUTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010751,2026-07-20T18:02:00Z,SA0021,228498.49,S01,SOUTH,ONLINE,TRANSFER,ben_south_0053
TX0010752,2026-07-20T08:18:00Z,SA0070,258563.73,S01,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0296
TX0010753,2026-07-20T18:04:00Z,SA0039,213059.09,S02,SOUTH,ATM,CASH_DEPOSIT,
TX0010754,2026-07-20T12:39:00Z,SA0012,73019.06,S04,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010755,2026-07-20T01:01:00Z,SA0040,273048.14,S03,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010756,2026-07-20T08:07:00Z,SA0077,340168.83,S01,SOUTH,ATM,CASH_DEPOSIT,
TX0010757,2026-07-20T00:51:00Z,SA0056,121049.31,S03,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010758,2026-07-20T12:01:00Z,SA0072,1350000.0,S01,SOUTH,ONLINE,TRANSFER,ben_south_0249
TX0010759,2026-07-20T22:39:00Z,SA0009,139683.66,S03,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010760,2026-07-20T09:14:00Z,SA0025,87432.5,S03,SOUTH,ATM,CASH_WITHDRAWAL,
TX0010761,2026-07-20T05:11:00Z,SA0010,902105.78,S04,SOUTH,ONLINE,CASH_WITHDRAWAL,
TX0010762,2026-07-20T16:45:00Z,SA0040,91614.68,S01,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0178
TX0010763,2026-07-20T10:19:00Z,SA0024,164577.45,S01,SOUTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010764,2026-07-20T11:58:00Z,SA0076,89297.97,S02,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0345
TX0010765,2026-07-20T06:27:00Z,EA0054,95658.53,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0010766,2026-07-20T01:55:00Z,EA0039,480155.15,E01,EAST,ONLINE,CASH_DEPOSIT,
TX0010767,2026-07-20T03:04:00Z,EA0045,36015.44,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0010768,2026-07-20T15:02:00Z,EA0036,495875.84,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0010769,2026-07-20T19:37:00Z,EA0042,84267.61,E02,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010770,2026-07-20T18:42:00Z,EA0032,127622.56,E02,EAST,BRANCH_CASH,TRANSFER,ben_east_0125
TX0010771,2026-07-20T08:12:00Z,EA0030,226397.71,E02,EAST,ONLINE,TRANSFER,ben_east_0099
TX0010772,2026-07-20T08:41:00Z,EA0030,97067.96,E01,EAST,ONLINE,CASH_WITHDRAWAL,
TX0010773,2026-07-20T01:43:00Z,EA0013,40527.39,E04,EAST,BRANCH_CASH,TRANSFER,ben_east_0122
TX0010774,2026-07-20T09:59:00Z,EA0050,117414.42,E03,EAST,ONLINE,TRANSFER,ben_east_0295
TX0010775,2026-07-20T01:17:00Z,EA0058,94531.35,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0010776,2026-07-20T05:31:00Z,EA0069,564963.11,E04,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010777,2026-07-20T09:06:00Z,EA0052,162477.95,E04,EAST,ATM,CASH_DEPOSIT,
TX0010778,2026-07-20T19:46:00Z,EA0074,102160.7,E03,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010779,2026-07-20T04:46:00Z,EA0024,149384.3,E03,EAST,BRANCH_CASH,TRANSFER,ben_east_0257
TX0010780,2026-07-20T13:48:00Z,EA0032,146759.88,E02,EAST,ONLINE,TRANSFER,ben_east_0017
TX0010781,2026-07-20T07:20:00Z,EA0057,118416.85,E02,EAST,BRANCH_CASH,TRANSFER,ben_east_0080
TX0010782,2026-07-20T11:13:00Z,EA0025,490386.56,E03,EAST,ONLINE,TRANSFER,ben_east_0293
TX0010783,2026-07-20T15:29:00Z,EA0064,179213.69,E02,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010784,2026-07-20T20:20:00Z,EA0028,129751.66,E01,EAST,BRANCH_CASH,TRANSFER,ben_east_0096
TX0010785,2026-07-20T08:36:00Z,EA0076,40139.83,E04,EAST,ONLINE,TRANSFER,ben_east_0275
TX0010786,2026-07-20T16:53:00Z,EA0079,137267.74,E03,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010787,2026-07-20T12:57:00Z,EA0050,140841.41,E03,EAST,ONLINE,TRANSFER,ben_east_0217
TX0010788,2026-07-20T19:37:00Z,EA0022,408989.05,E04,EAST,ONLINE,CASH_DEPOSIT,
TX0010789,2026-07-20T08:49:00Z,EA0075,468750.88,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0010790,2026-07-20T22:37:00Z,EA0057,107124.3,E03,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010791,2026-07-20T02:35:00Z,EA0005,232561.74,E01,EAST,ONLINE,CASH_WITHDRAWAL,
TX0010792,2026-07-20T16:33:00Z,EA0015,122025.06,E01,EAST,BRANCH_CASH,TRANSFER,ben_east_0343
TX0010793,2026-07-20T16:39:00Z,EA0023,99254.88,E01,EAST,BRANCH_CASH,TRANSFER,ben_east_0332
TX0010794,2026-07-20T02:20:00Z,EA0003,64549.92,E04,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010795,2026-07-20T10:13:00Z,EA0016,343916.09,E04,EAST,ATM,CASH_DEPOSIT,
TX0010796,2026-07-20T07:13:00Z,EA0005,635191.05,E02,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010797,2026-07-20T11:23:00Z,EA0014,123521.41,E02,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010798,2026-07-20T14:06:00Z,EA0053,509486.91,E03,EAST,BRANCH_CASH,TRANSFER,ben_east_0070
TX0010799,2026-07-20T06:51:00Z,EA0029,210105.71,E02,EAST,ONLINE,TRANSFER,ben_east_0171
TX0010800,2026-07-20T09:55:00Z,EA0015,294120.61,E02,EAST,ONLINE,CASH_WITHDRAWAL,
TX0010801,2026-07-20T09:43:00Z,EA0027,458421.92,E02,EAST,ATM,TRANSFER,ben_east_0213
TX0010802,2026-07-20T17:07:00Z,EA0064,206505.73,E04,EAST,ONLINE,TRANSFER,ben_east_0324
TX0010803,2026-07-20T17:04:00Z,EA0028,116044.28,E02,EAST,ONLINE,CASH_WITHDRAWAL,
TX0010804,2026-07-20T07:07:00Z,EA0029,65438.94,E02,EAST,ONLINE,TRANSFER,ben_east_0265
TX0010805,2026-07-20T09:18:00Z,EA0034,85533.57,E04,EAST,ONLINE,TRANSFER,ben_east_0030
TX0010806,2026-07-20T19:09:00Z,EA0063,91224.05,E02,EAST,ATM,TRANSFER,ben_east_0321
TX0010807,2026-07-20T11:32:00Z,EA0011,192665.83,E04,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010808,2026-07-20T04:04:00Z,EA0073,169555.25,E01,EAST,BRANCH_CASH,TRANSFER,ben_east_0061
TX0010809,2026-07-20T07:14:00Z,EA0008,61567.37,E02,EAST,BRANCH_CASH,TRANSFER,ben_east_0070
TX0010810,2026-07-20T19:28:00Z,EA0042,293361.1,E03,EAST,ONLINE,CASH_DEPOSIT,
TX0010811,2026-07-20T15:14:00Z,WA0041,29012.91,W01,WEST,ONLINE,CASH_WITHDRAWAL,
TX0010812,2026-07-20T09:41:00Z,WA0071,76460.88,W03,WEST,ONLINE,CASH_DEPOSIT,
TX0010813,2026-07-20T21:44:00Z,WA0024,341852.13,W02,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0010814,2026-07-20T00:54:00Z,WA0056,175490.5,W03,WEST,BRANCH_CASH,TRANSFER,ben_west_0180
TX0010815,2026-07-20T17:39:00Z,WA0061,129686.75,W03,WEST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010816,2026-07-20T09:44:00Z,WA0073,93690.64,W03,WEST,ATM,CASH_WITHDRAWAL,
TX0010817,2026-07-20T02:31:00Z,WA0033,354882.94,W02,WEST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010818,2026-07-20T22:47:00Z,WA0068,107048.68,W01,WEST,ONLINE,CASH_DEPOSIT,
TX0010819,2026-07-20T00:48:00Z,WA0033,78753.67,W03,WEST,ONLINE,CASH_WITHDRAWAL,
TX0010820,2026-07-20T02:59:00Z,WA0074,122013.6,W03,WEST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010821,2026-07-20T11:52:00Z,WA0015,90164.31,W02,WEST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010822,2026-07-20T16:54:00Z,WA0029,557875.64,W04,WEST,BRANCH_CASH,TRANSFER,ben_west_0301
TX0010823,2026-07-20T11:51:00Z,WA0017,177368.04,W02,WEST,ONLINE,CASH_DEPOSIT,
TX0010824,2026-07-20T10:38:00Z,WA0020,477286.19,W02,WEST,ATM,TRANSFER,ben_west_0345
TX0010825,2026-07-20T16:29:00Z,WA0024,50715.35,W02,WEST,ONLINE,CASH_DEPOSIT,
TX0010826,2026-07-20T03:39:00Z,WA0035,157792.27,W03,WEST,ATM,TRANSFER,ben_west_0129
TX0010827,2026-07-20T14:39:00Z,WA0036,393530.58,W04,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0010828,2026-07-20T20:56:00Z,WA0042,234394.64,W03,WEST,ONLINE,TRANSFER,ben_west_0054
TX0010829,2026-07-20T18:17:00Z,WA0024,372427.74,W04,WEST,ONLINE,TRANSFER,ben_west_0005
TX0010830,2026-07-20T15:38:00Z,WA0068,119845.3,W01,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0010831,2026-07-20T14:29:00Z,WA0053,364762.83,W01,WEST,ONLINE,CASH_DEPOSIT,
TX0010832,2026-07-20T03:11:00Z,WA0029,130358.04,W01,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0010833,2026-07-20T02:39:00Z,WA0038,635772.97,W04,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0010834,2026-07-20T07:11:00Z,WA0051,108478.89,W04,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0010835,2026-07-20T12:48:00Z,WA0035,146112.35,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0208
TX0010836,2026-07-20T19:16:00Z,WA0057,48202.34,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0206
TX0010837,2026-07-20T02:39:00Z,WA0041,148568.97,W03,WEST,BRANCH_CASH,TRANSFER,ben_west_0271
TX0010838,2026-07-20T13:52:00Z,WA0011,72971.45,W04,WEST,ONLINE,CASH_DEPOSIT,
TX0010839,2026-07-20T15:40:00Z,WA0009,143682.54,W03,WEST,BRANCH_CASH,TRANSFER,ben_west_0171
TX0010840,2026-07-20T08:59:00Z,WA0004,157829.27,W04,WEST,BRANCH_CASH,TRANSFER,ben_west_0265
TX0010841,2026-07-20T19:10:00Z,WA0008,655066.56,W01,WEST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010842,2026-07-20T11:16:00Z,WA0011,164046.86,W02,WEST,ONLINE,CASH_DEPOSIT,
TX0010843,2026-07-20T09:45:00Z,WA0011,219416.35,W04,WEST,ONLINE,TRANSFER,ben_west_0234
TX0010844,2026-07-20T06:37:00Z,WA0070,186082.44,W04,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0010845,2026-07-20T03:25:00Z,WA0007,44406.84,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0006
TX0010846,2026-07-20T16:17:00Z,WA0026,218690.33,W03,WEST,ONLINE,CASH_DEPOSIT,
TX0010847,2026-07-20T16:50:00Z,WA0039,184016.6,W03,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0010848,2026-07-20T02:48:00Z,WA0069,254565.56,W03,WEST,BRANCH_CASH,TRANSFER,ben_west_0096
TX0010849,2026-07-20T07:39:00Z,WA0039,368876.03,W04,WEST,ONLINE,CASH_DEPOSIT,
TX0010850,2026-07-20T15:28:00Z,WA0018,68415.33,W02,WEST,BRANCH_CASH,TRANSFER,ben_west_0158
TX0010851,2026-07-20T15:21:00Z,WA0053,190992.27,W02,WEST,ONLINE,TRANSFER,ben_west_0131
TX0010852,2026-07-20T06:50:00Z,WA0037,154722.49,W01,WEST,ONLINE,TRANSFER,ben_west_0069
TX0010853,2026-07-20T10:32:00Z,WA0053,460879.59,W03,WEST,ATM,CASH_DEPOSIT,
TX0010854,2026-07-20T04:18:00Z,WA0072,62948.11,W02,WEST,ONLINE,TRANSFER,ben_west_0098
TX0010855,2026-07-20T15:40:00Z,WA0015,221212.15,W04,WEST,BRANCH_CASH,CASH_DEPOSIT,
TX0010856,2026-07-20T21:20:00Z,WA0022,192430.75,W04,WEST,BRANCH_CASH,TRANSFER,ben_west_0007
TX0010857,2026-07-21T14:06:00Z,NA0047,290917.91,N04,NORTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010858,2026-07-21T09:44:00Z,NA0009,282219.12,N04,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010859,2026-07-21T01:08:00Z,NA0031,1350000.0,N03,NORTH,ONLINE,CASH_DEPOSIT,
TX0010860,2026-07-21T16:14:00Z,NA0029,186134.7,N04,NORTH,BRANCH_CASH,TRANSFER,ben_north_0094
TX0010861,2026-07-21T07:17:00Z,NA0038,31297.22,N04,NORTH,ATM,CASH_DEPOSIT,
TX0010862,2026-07-21T09:01:00Z,NA0059,1350000.0,N04,NORTH,ONLINE,CASH_DEPOSIT,
TX0010863,2026-07-21T20:08:00Z,NA0030,19606.21,N02,NORTH,ONLINE,CASH_WITHDRAWAL,
TX0010864,2026-07-21T15:18:00Z,NA0069,142682.07,N03,NORTH,ONLINE,CASH_WITHDRAWAL,
TX0010865,2026-07-21T04:16:00Z,NA0018,648080.63,N04,NORTH,ONLINE,TRANSFER,ben_north_0299
TX0010866,2026-07-21T21:46:00Z,NA0042,55272.71,N01,NORTH,ONLINE,TRANSFER,ben_north_0110
TX0010867,2026-07-21T05:35:00Z,NA0059,89626.13,N02,NORTH,ONLINE,CASH_DEPOSIT,
TX0010868,2026-07-21T19:28:00Z,NA0075,30106.76,N01,NORTH,ONLINE,CASH_WITHDRAWAL,
TX0010869,2026-07-21T10:43:00Z,NA0045,612001.21,N03,NORTH,ONLINE,TRANSFER,ben_north_0086
TX0010870,2026-07-21T05:44:00Z,NA0038,212580.08,N02,NORTH,ONLINE,TRANSFER,ben_north_0315
TX0010871,2026-07-21T16:42:00Z,NA0015,71179.07,N02,NORTH,BRANCH_CASH,TRANSFER,ben_north_0309
TX0010872,2026-07-21T17:07:00Z,NA0059,177612.53,N01,NORTH,BRANCH_CASH,TRANSFER,ben_north_0143
TX0010873,2026-07-21T11:29:00Z,NA0049,164890.87,N02,NORTH,ONLINE,TRANSFER,ben_north_0252
TX0010874,2026-07-21T02:01:00Z,NA0032,210290.13,N01,NORTH,ONLINE,TRANSFER,ben_north_0095
TX0010875,2026-07-21T17:15:00Z,NA0039,157365.66,N04,NORTH,ONLINE,CASH_WITHDRAWAL,
TX0010876,2026-07-21T20:38:00Z,NA0063,313906.83,N03,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010877,2026-07-21T08:34:00Z,NA0071,39396.24,N01,NORTH,ONLINE,TRANSFER,ben_north_0316
TX0010878,2026-07-21T14:26:00Z,NA0059,92994.39,N02,NORTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010879,2026-07-21T12:42:00Z,NA0034,418056.47,N02,NORTH,ATM,CASH_DEPOSIT,
TX0010880,2026-07-21T22:44:00Z,NA0029,202533.8,N04,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010881,2026-07-21T10:54:00Z,NA0031,99989.53,N01,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010882,2026-07-21T16:43:00Z,NA0060,253765.04,N03,NORTH,ONLINE,CASH_DEPOSIT,
TX0010883,2026-07-21T05:04:00Z,NA0073,837883.21,N01,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010884,2026-07-21T19:50:00Z,NA0041,999130.77,N01,NORTH,ONLINE,TRANSFER,ben_north_0140
TX0010885,2026-07-21T03:58:00Z,NA0024,468248.6,N04,NORTH,BRANCH_CASH,TRANSFER,ben_north_0068
TX0010886,2026-07-21T13:00:00Z,NA0003,307081.23,N01,NORTH,BRANCH_CASH,TRANSFER,ben_north_0159
TX0010887,2026-07-21T12:16:00Z,NA0072,289332.23,N03,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010888,2026-07-21T09:59:00Z,NA0038,24176.68,N01,NORTH,ATM,CASH_WITHDRAWAL,
TX0010889,2026-07-21T09:22:00Z,NA0054,158328.66,N04,NORTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010890,2026-07-21T05:25:00Z,NA0018,156789.34,N03,NORTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010891,2026-07-21T02:51:00Z,NA0062,192090.62,N04,NORTH,ONLINE,TRANSFER,ben_north_0193
TX0010892,2026-07-21T18:42:00Z,NA0037,138856.9,N02,NORTH,ATM,CASH_DEPOSIT,
TX0010893,2026-07-21T10:36:00Z,NA0030,138716.46,N03,NORTH,BRANCH_CASH,TRANSFER,ben_north_0247
TX0010894,2026-07-21T22:20:00Z,NA0002,15176.47,N03,NORTH,BRANCH_CASH,TRANSFER,ben_north_0140
TX0010895,2026-07-21T18:09:00Z,NA0006,336104.5,N04,NORTH,ONLINE,CASH_WITHDRAWAL,
TX0010896,2026-07-21T17:41:00Z,NA0056,47535.05,N01,NORTH,BRANCH_CASH,TRANSFER,ben_north_0030
TX0010897,2026-07-21T18:03:00Z,NA0065,188101.51,N04,NORTH,ONLINE,TRANSFER,ben_north_0323
TX0010898,2026-07-21T11:20:00Z,NA0071,215200.99,N02,NORTH,ATM,CASH_DEPOSIT,
TX0010899,2026-07-21T21:57:00Z,NA0068,126605.48,N02,NORTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010900,2026-07-21T06:28:00Z,NA0009,117623.65,N04,NORTH,BRANCH_CASH,TRANSFER,ben_north_0180
TX0010901,2026-07-21T05:53:00Z,NA0016,360829.89,N04,NORTH,ONLINE,CASH_DEPOSIT,
TX0010902,2026-07-21T09:07:00Z,NA0055,345385.05,N03,NORTH,ONLINE,CASH_DEPOSIT,
TX0010903,2026-07-21T06:29:00Z,SA0058,76364.74,S04,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010904,2026-07-21T03:37:00Z,SA0066,465681.84,S01,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010905,2026-07-21T12:24:00Z,SA0072,290854.6,S01,SOUTH,ATM,CASH_DEPOSIT,
TX0010906,2026-07-21T18:19:00Z,SA0004,66265.82,S03,SOUTH,ONLINE,CASH_WITHDRAWAL,
TX0010907,2026-07-21T07:07:00Z,SA0067,231551.36,S01,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010908,2026-07-21T13:08:00Z,SA0055,94360.11,S01,SOUTH,ATM,TRANSFER,ben_south_0103
TX0010909,2026-07-21T07:12:00Z,SA0016,186392.84,S01,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010910,2026-07-21T10:51:00Z,SA0012,88767.71,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010911,2026-07-21T17:44:00Z,SA0065,541971.2,S01,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010912,2026-07-21T14:33:00Z,SA0014,826953.74,S04,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010913,2026-07-21T14:56:00Z,SA0073,175001.62,S04,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0199
TX0010914,2026-07-21T18:06:00Z,SA0060,240768.21,S01,SOUTH,ATM,CASH_DEPOSIT,
TX0010915,2026-07-21T09:11:00Z,SA0004,147229.68,S03,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010916,2026-07-21T17:13:00Z,SA0042,122304.64,S03,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010917,2026-07-21T07:46:00Z,SA0058,828382.8,S03,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0167
TX0010918,2026-07-21T05:43:00Z,SA0033,95892.54,S04,SOUTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010919,2026-07-21T09:03:00Z,SA0001,42242.37,S01,SOUTH,ONLINE,TRANSFER,ben_south_0270
TX0010920,2026-07-21T03:20:00Z,SA0001,183241.55,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010921,2026-07-21T08:33:00Z,SA0024,178678.88,S04,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010922,2026-07-21T00:59:00Z,SA0072,152239.2,S01,SOUTH,ONLINE,TRANSFER,ben_south_0080
TX0010923,2026-07-21T01:17:00Z,SA0054,140303.35,S02,SOUTH,ATM,TRANSFER,ben_south_0079
TX0010924,2026-07-21T19:11:00Z,SA0059,188802.93,S02,SOUTH,ONLINE,TRANSFER,ben_south_0333
TX0010925,2026-07-21T05:10:00Z,SA0065,226721.58,S02,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010926,2026-07-21T09:17:00Z,SA0048,75176.77,S02,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010927,2026-07-21T02:23:00Z,SA0008,79631.24,S01,SOUTH,ONLINE,TRANSFER,ben_south_0305
TX0010928,2026-07-21T14:03:00Z,SA0036,128249.65,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010929,2026-07-21T13:19:00Z,SA0042,947933.88,S01,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010930,2026-07-21T08:41:00Z,SA0034,164399.06,S01,SOUTH,ONLINE,TRANSFER,ben_south_0217
TX0010931,2026-07-21T08:04:00Z,SA0048,125745.67,S04,SOUTH,ATM,CASH_DEPOSIT,
TX0010932,2026-07-21T15:33:00Z,SA0061,766763.66,S01,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010933,2026-07-21T00:58:00Z,SA0026,224030.49,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010934,2026-07-21T03:23:00Z,SA0004,124859.27,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010935,2026-07-21T02:22:00Z,SA0028,65396.22,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010936,2026-07-21T07:03:00Z,SA0030,151182.31,S02,SOUTH,ONLINE,TRANSFER,ben_south_0010
TX0010937,2026-07-21T22:53:00Z,SA0033,69067.58,S02,SOUTH,BRANCH_CASH,CASH_DEPOSIT,
TX0010938,2026-07-21T03:30:00Z,SA0073,359762.58,S03,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0238
TX0010939,2026-07-21T19:01:00Z,SA0006,181228.42,S03,SOUTH,ATM,CASH_WITHDRAWAL,
TX0010940,2026-07-21T12:21:00Z,SA0077,455901.76,S01,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0083
TX0010941,2026-07-21T01:43:00Z,SA0033,617574.64,S02,SOUTH,ONLINE,CASH_WITHDRAWAL,
TX0010942,2026-07-21T15:42:00Z,SA0017,143115.63,S02,SOUTH,BRANCH_CASH,TRANSFER,ben_south_0307
TX0010943,2026-07-21T13:00:00Z,SA0079,389401.04,S03,SOUTH,ONLINE,CASH_WITHDRAWAL,
TX0010944,2026-07-21T00:52:00Z,SA0019,99125.94,S04,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010945,2026-07-21T07:17:00Z,SA0037,27107.12,S02,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010946,2026-07-21T22:41:00Z,SA0033,136826.95,S03,SOUTH,ONLINE,CASH_DEPOSIT,
TX0010947,2026-07-21T22:58:00Z,SA0056,101019.09,S04,SOUTH,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010948,2026-07-21T22:41:00Z,SA0043,105406.2,S03,SOUTH,ATM,CASH_DEPOSIT,
TX0010949,2026-07-21T14:30:00Z,EA0021,116002.65,E02,EAST,BRANCH_CASH,TRANSFER,ben_east_0288
TX0010950,2026-07-21T17:25:00Z,EA0052,90799.12,E02,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010951,2026-07-21T20:21:00Z,EA0036,168631.87,E01,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010952,2026-07-21T01:16:00Z,EA0059,141727.11,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0010953,2026-07-21T02:39:00Z,EA0020,214046.71,E01,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010954,2026-07-21T21:35:00Z,EA0065,130309.05,E02,EAST,ONLINE,TRANSFER,ben_east_0213
TX0010955,2026-07-21T02:56:00Z,EA0021,107426.73,E02,EAST,ATM,TRANSFER,ben_east_0226
TX0010956,2026-07-21T22:21:00Z,EA0073,37816.87,E04,EAST,ATM,CASH_WITHDRAWAL,
TX0010957,2026-07-21T00:55:00Z,EA0009,172392.04,E02,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010958,2026-07-21T06:45:00Z,EA0007,108112.53,E02,EAST,ATM,TRANSFER,ben_east_0120
TX0010959,2026-07-21T01:55:00Z,EA0026,858250.32,E03,EAST,ONLINE,TRANSFER,ben_east_0025
TX0010960,2026-07-21T20:19:00Z,EA0029,200317.19,E03,EAST,ONLINE,TRANSFER,ben_east_0045
TX0010961,2026-07-21T09:00:00Z,EA0013,120829.68,E03,EAST,BRANCH_CASH,CASH_WITHDRAWAL,
TX0010962,2026-07-21T13:36:00Z,EA0076,53507.63,E04,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010963,2026-07-21T21:39:00Z,EA0023,280706.5,E03,EAST,ATM,CASH_DEPOSIT,
TX0010964,2026-07-21T13:25:00Z,EA0051,185141.43,E02,EAST,ONLINE,CASH_DEPOSIT,
TX0010965,2026-07-21T11:29:00Z,EA0004,400437.14,E03,EAST,ONLINE,CASH_DEPOSIT,
TX0010966,2026-07-21T01:08:00Z,EA0015,84835.09,E04,EAST,ONLINE,CASH_WITHDRAWAL,
TX0010967,2026-07-21T19:28:00Z,EA0037,94973.26,E04,EAST,ATM,TRANSFER,ben_east_0138
TX0010968,2026-07-21T11:03:00Z,EA0011,639634.69,E04,EAST,ONLINE,CASH_WITHDRAWAL,
TX0010969,2026-07-21T13:07:00Z,EA0016,120872.66,E04,EAST,ONLINE,TRANSFER,ben_east_0246
TX0010970,2026-07-21T09:49:00Z,EA0043,247030.98,E03,EAST,ONLINE,CASH_DEPOSIT,
TX0010971,2026-07-21T19:17:00Z,EA0038,209800.79,E04,EAST,BRANCH_CASH,CASH_DEPOSIT,
TX0010972,2026-07-21T22:12:00Z,EA0033,180065.53,E03,EAST,ONLINE,CASH_WITHDRAWAL,
TX0010973,2026-07-21T11:11:00Z,EA0032,134319.54,E02,EAST,ATM,CASH_DEPOSIT,
